"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","[rid]_117","bool_133","[rid]_134","bool_150","[rid]_151"
349,"OH_ChillMagnitudeEstimate","Estimated off hand [Chill] [BuffMagnitude|Magnitude]","Estimation de l'[BuffMagnitude|Amplitude] de la [Chill|Frigorification] (Main secondaire)","Nebenhand: Geschätzte [Chill|Unterkühlen]-[BuffMagnitude|Magnitude]","推定オフハンド[Chill|冷却][BuffMagnitude|強度]","예상 보조 장비 [Chill|냉각] [BuffMagnitude|강도]","Estimativa da [BuffMagnitude|Magnitude] de [Chill|Resfriamento] na mão secundária","Ожидаемая [BuffMagnitude|сила] [Chill|охлаждения] левой рукой","[BuffMagnitude|Magnitud] estimada del [Chill|escarchamiento] de la mano secundaria","[BuffMagnitude|จำนวนค่า]ของสถานะ [Chill|หนาวเย็น] ของมือรอง โดยประมาณ","預期副手[Chill|冰緩][BuffMagnitude|幅度]","[22571,22572]",12,"[7243,22562]","[424,1633,1196,20352,8226]",7,1,[],0,[],1,[],1,[]
350,"Spell_ChillMagnitudeEstimate","Estimated [Chill] [BuffMagnitude|Magnitude]","Estimation de l'[BuffMagnitude|Amplitude] de la [Chill|Frigorification]","Geschätzte [Chill|Unterkühlen]-[BuffMagnitude|Magnitude]","推定[Chill|冷却][BuffMagnitude|強度]","예상 [Chill|냉각] [BuffMagnitude|강도]","Estimativa da [BuffMagnitude|Magnitude] do [Chill|Resfriamento]","Ожидаемая [BuffMagnitude|сила] [Chill|охлаждения]","[BuffMagnitude|Magnitud] estimada del [Chill|escarchamiento]","[BuffMagnitude|จำนวนค่า]ของสถานะ [Chill|หนาวเย็น] โดยประมาณ","預期[Chill|冰緩][BuffMagnitude|幅度]","[22573,22574]",12,"[424,22564]","[1633,20352,8226]",7,1,[],0,[],1,[],1,[]
351,"Secondary_ChillMagnitudeEstimate","Estimated [Chill] [BuffMagnitude|Magnitude]","Estimation de l'[BuffMagnitude|Amplitude] de la [Chill|Frigorification]","Geschätzte [Chill|Unterkühlen]-[BuffMagnitude|Magnitude]","推定[Chill|冷却][BuffMagnitude|強度]","예상 [Chill|냉각] [BuffMagnitude|강도]","Estimativa da [BuffMagnitude|Magnitude] do [Chill|Resfriamento]","Ожидаемая [BuffMagnitude|сила] [Chill|охлаждения]","[BuffMagnitude|Magnitud] estimada del [Chill|escarchamiento]","[BuffMagnitude|จำนวนค่า]ของสถานะ [Chill|หนาวเย็น] โดยประมาณ","預期[Chill|冰緩][BuffMagnitude|幅度]","[22575,22576]",12,"[1633,22566]","[20352,8226]",7,1,[],0,[],1,[],1,[]
352,"ChillDuration","","","","","","","","","","",[21049],12,[22566],"[1196,8226]",7,1,[],0,[],1,[],1,[]
353,"MH_ChanceToPoison","","","","","","","","","","",[20620],12,[7242],"[424,1633,1196,18071]",7,1,[],0,[],1,[],1,[]
354,"MH_PoisonDamage","","","","","","","","","","","[20612,20613]",12,[7242],"[1196,424,1633,1196,18071]",7,1,[],0,"[20620,14799,1137,21045]",1,[],1,[]
355,"OH_ChanceToPoison","","","","","","","","","","",[20621],12,[7243],"[424,1633,1196,18071]",7,1,[],0,[],1,[],1,[]
356,"OH_PoisonDamage","","","","","","","","","","","[20614,20615]",12,[7243],"[424,1633,1196,18071]",7,1,[],0,"[20621,14799,1138,21045]",1,[],1,[]
357,"Spell_ChanceToPoison","","","","","","","","","","",[20622],12,[424],"[1633,18071]",7,1,[],0,[],1,[],1,[]
358,"Spell_PoisonDamage","","","","","","","","","","","[20616,20617]",12,[424],"[1196,1633,18071]",7,1,[],0,"[20622,14799,21045]",1,[],1,[]
359,"Secondary_ChanceToPoison","","","","","","","","","","",[20623],12,[1633],[18071],7,1,[],0,[],1,[],1,[]
360,"Secondary_PoisonDamage","","","","","","","","","","","[20618,20619]",12,[1633],"[1196,18071]",7,1,[],0,"[20623,14799,21045]",1,[],1,[]
361,"PoisonDuration","","","","","","","","","","",[21050],12,[],[18071],7,1,[],0,"[20620,20621,20622,20623,14799,21045]",1,[],1,[]
362,"SkillCannotShock","","","","","","","","","","",[10314],12,[],"[20352,1196]",7,1,[],0,[],1,[],1,[]
363,"SkillCannotIgnite","","","","","","","","","","",[10313],12,[],"[20352,1196]",7,1,[],0,[],1,[],1,[]
364,"SkillCannotChill","","","","","","","","","","",[8226],12,[],"[20352,1196]",7,1,[],0,[],1,[],1,[]
365,"SkillCannotFreeze","","","","","","","","","","",[8225],12,[],"[20352,1196]",7,1,[],0,[],1,[],1,[]
366,"FreezeBuildup","","","","","","","","","","",[18418],12,[],"[1196,8225]",7,1,[],0,[],1,[],1,[]
367,"LightningElectrocutes","","","","","","","","","","",[17723],12,[],"[20352,1196]",7,1,[],0,[],1,[],1,[]
368,"ElectrocutePrimed","","","","","","","","","","",[18737],12,[],[20352],7,1,[],0,[],1,[],1,[]
369,"IgniteProliferation","","","","","","","","","","",[5776],12,[],[10313],7,1,[],0,[],1,[],1,[]
370,"FireExposureOnIgnite","","","","","","","","","","",[19294],12,[],[10313],7,1,[],0,[],1,[],1,[]
371,"LightningExposureOnShock","","","","","","","","","","",[19295],12,[],[10314],7,1,[],0,[],1,[],1,[]
372,"ArmourBreakFromPoison","","","","","","","","","","",[18745],12,[],[18071],7,1,[],0,[],1,[],1,[]
373,"ColdExposureOnCrit","","","","","","","","","","",[19296],12,[],[2756],8,1,[],0,[],1,[],1,[]
374,"MH_LifeLeech","Main Hand Life Leech from Physical Attacks","Vie drainée par les attaques physiques (Main principale)","Haupthand: Lebensraub durch physische Angriffe","物理アタックダメージからのメインハンドライフリーチ","주 무기로 물리 공격 시 생명력 흡수","Dreno de Vida de Ataques Físicos com a Mão Principal","Похищение здоровья от физических атак правой рукой","Absorción de vida de los ataques físicos con la mano principal ","ดูดพลังชีวิต จากการโจมตี กายภาพ ของมือหลัก","主手物理攻擊偷取生命",[294],1,[7242],"[424,1633,20352]",8,1,[14],0,[],1,[],1,[]
375,"OH_LifeLeech","Off Hand Life Leech from Physical Attack Damage","Vie drainée par les attaques physiques (Main secondaire)","Nebenhand: Lebensraub durch physische Angriffe","物理アタックダメージからのオフハンドライフリーチ","보조 장비로 물리 공격 시 생명력 흡수","Dreno de Vida do Dano de Ataques Físicos com a Mão Secundária","Похищение здоровья от физических атак левой рукой","Absorción de vida del daño de los ataques físicos con la mano secundaria","ดูดพลังชีวิต จากความเสียหาย โจมตี กายภาพ ของมือรอง","副手物理攻擊生命偷取",[295],1,[7243],"[424,1633,20352]",8,1,[14],0,[],1,[],1,[]
376,"MH_ManaLeech","Main Hand Mana Leech from Physical Attacks","Mana drainé par les attaques physiques (Main principale)","Haupthand: Manaraub durch physische Angriffe","物理アタックダメージからのメインハンドマナリーチ","주 무기로 물리 공격 시 마나 흡수","Dreno de Mana de Ataques Físicos com a Mão Principal","Похищение маны от физических атак правой рукой","Absorción de maná de los ataques físicos con la mano principal ","ดูดมานา จากการโจมตี กายภาพ ของมือหลัก","主手物理攻擊偷取魔力",[296],1,[7242],"[424,1633,20352]",8,1,[14],0,[],1,[],1,[]
377,"OH_ManaLeech","Off Hand Mana Leech from Physical Attack Damage","Mana drainé par les attaques physiques (Main secondaire)","Nebenhand: Manaraub durch physische Angriffe","物理アタックダメージからのオフハンドマナリーチ","보조 장비로 물리 공격 시 마나 흡수","Dreno de Mana do Dano de Ataques Físicos com a Mão Secundária","Похищение маны от физических атак левой рукой","Absorción de maná del daño de los ataques físicos con la mano secundaria","ดูดมานา จากความเสียหาย โจมตี กายภาพ ของมือรอง","副手物理攻擊魔力偷取",[297],1,[7243],"[424,1633,20352]",8,1,[14],0,[],1,[],1,[]
378,"MH_ESLeech","Main Hand Energy Shield Leech from Physical Attacks","Bouclier d'énergie drainé par les Attaques physiques (Main principale)","Haupthand: Energieschildraub durch physische Angriffe","物理アタックダメージからのメインハンドエナジーシールドリーチ","주 무기 물리 공격 시 에너지 보호막 흡수","Dreno de Escudo de Energia de Ataques Físicos com a Mão Principal","Похищение энергетического щита от физических атак правой рукой","Absorción de escudo de energía de los ataques físicos con la mano principal ","ดูดโล่พลังงาน จากการโจมตี กายภาพ ของมือหลัก","主手物理攻擊偷取能量護盾",[19233],1,[7242],"[424,1633,20352]",8,1,[14],0,[],1,[],1,[]
379,"OH_ESLeech","Off Hand Energy Shield Leech from Physical Attack Damage","Bouclier d'énergie drainé par les Attaques physiques (Main secondaire)","Nebenhand: Energieschildraub durch physische Angriffe","物理アタックダメージからのオフハンドエナジーシールドリーチ","보조 장비 물리 공격 피해 시 에너지 보호막 흡수","Dreno de Escudo de Energia de Ataques Físicos com a Mão Secundária","Похищение энергетического щита от физических атак левой рукой","Absorción de escudo de energía del daño de los ataques físicos con la mano secundaria","ดูดโล่พลังงาน จากความเสียหาย โจมตี กายภาพ ของมือรอง","副手物理攻擊傷害偷取能量護盾",[19234],1,[7243],"[424,1633,20352]",8,1,[14],0,[],1,[],1,[]
380,"MH_StunPhys","","","","","","","","","","",[22378],12,[7242],"[424,1633,20352,1196]",8,1,[],0,"[269,270]",1,[],1,[]
381,"MH_StunNonPhys","","","","","","","","","","",[22382],12,[7242],"[424,1633,20352,1196]",8,1,[],0,"[257,258,253,254,261,262,265,266]",1,[],1,[]
382,"MH_Blind","Main Hand chance to [Blind]","Chances d'[Blind|Aveugler] (Main principale)","Haupthand: Chance auf [Blind|Blenden]","メインハンド[Blind|盲目]付与率","주 무기 [Blind|실명] 확률","Chance de [Blind|Cegar] com a mão principal ","Шанс [Blind|ослепить] цель правой рукой","Probabilidad de [Blind|cegar] con la mano principal","โอกาสสร้างสถานะ [Blind|ตาบอด] ของมือหลัก","主手[Blind|致盲]機率",[979],1,[7242],"[424,1633,20352]",8,1,[],0,[],1,[],1,[]
383,"MH_BlockReduce","Main Hand Enemy Block reduction","Réduction du Blocage ennemi (Main principale)","Haupthand: Verringertes Blocken des Gegners","メインハンド敵ブロック率減少","주 무기로 적 막기 감소","Redução do Bloqueio Inimigo com a Mão Principal","Снижение блока врага правой рукой","Reducción del bloqueo de los enemigos con la mano principal","การลดบล็อคศัตรู ของมือหลัก","主手武器被格擋減免",[275],1,[7242],"[424,1633,20352]",8,1,[],0,[],1,[],1,[]
384,"OH_StunPhys","","","","","","","","","","",[22379],12,[7243],"[424,1633,20352,1196]",8,1,[],0,"[271,272]",1,[],1,[]
385,"OH_StunNonPhys","","","","","","","","","","",[22383],12,[7243],"[424,1633,20352,1196]",8,1,[],0,"[259,260,255,256,263,264,267,268]",1,[],1,[]
386,"OH_Blind","Off Hand chance to [Blind]","Chances d'[Blind|Aveugler] (Main secondaire)","Nebenhand: Chance auf [Blind|Blenden]","オフハンド[Blind|盲目]付与率","보조 장비 [Blind|실명] 확률","Chance de [Blind|Cegar] com a mão secundária ","Шанс [Blind|ослепить] цель левой рукой","Probabilidad de [Blind|cegar] con la mano secundaria","โอกาสสร้างสถานะ [Blind|ตาบอด] ของมือรอง","副手[Blind|致盲]機率",[980],1,[7243],"[424,1633,20352]",8,1,[],0,[],1,[],1,[]
387,"OH_BlockReduce","Off Hand Enemy Block reduction","Réduction du Blocage ennemi (Main secondaire)","Nebenhand: Verringertes Blocken des Gegners","オフハンド敵ブロック率減少","보조 장비로 적 막기 감소","Redução do Bloqueio Inimigo com a Mão Secundária","Снижение блока врага левой рукой","Reducción del bloqueo de los enemigos con la mano secundaria","การลดบล็อคศัตรู ของมือรอง","副手武器被格擋減免",[276],1,[7243],"[424,1633,20352]",8,1,[],0,[],1,[],1,[]
388,"MH_Maim","Main Hand chance to [Maim]","Chances de [Maim|Mutiler] (Main principale)","Haupthand: Chance auf [Maim|Verstümmeln]","メインハンド[Maim|重傷]付与率","주 무기 [Maim|힘줄 절단] 확률","Chance de [Maim|Mutilar] com a mão principal ","Шанс [Maim|изувечить] цель правой рукой","Probabilidad de [Maim|lisiar] con la mano principal","โอกาสสร้างสถานะ [Maim|ขาหัก] ของมือหลัก","主手[Maim|癱瘓]機率",[11051],1,[7242],[22486],8,1,[],0,[],1,[],1,[]
389,"OH_Maim","Off Hand chance to [Maim]","Chances de [Maim|Mutiler] (Main secondaire)","Nebenhand: Chance auf [Maim|Verstümmeln]","オフハンド[Maim|重傷]付与率","보조 장비 [Maim|힘줄 절단] 확률","Chance de [Maim|Mutilar] com a mão secundária ","Шанс [Maim|изувечить] цель левой рукой","Probabilidad de [Maim|lisiar] con la mano secundaria","โอกาสสร้างสถานะ [Maim|ขาหัก] ของมือรอง","副手[Maim|癱瘓]機率",[11052],1,[7243],[22486],8,1,[],0,[],1,[],1,[]
390,"Spell_BlockReduce","Enemy Block reduction","Réduction du Blocage ennemi","Verringertes Blocken des Gegners","敵ブロック率減少","적 막기 감소","Redução do Bloqueio Inimigo","Снижение блока врага","Reducción del bloqueo de los enemigos","การลดบล็อคศัตรู","敵人格擋減免",[2233],12,[424],[20352],8,1,[],0,[],1,[],1,[]
391,"Spell_StunPhys","","","","","","","","","","",[22380],12,[424],"[20352,1196,1633]",8,1,[],0,"[251,252]",1,[],1,[]
392,"Spell_StunNonPhys","","","","","","","","","","",[22384],12,[424],"[20352,1196,1633]",8,1,[],0,"[245,246,243,244,247,249,248,250]",1,[],1,[]
393,"StunPhys","","","","","","","","","","",[22381],12,[],"[20352,1196,22378,22379,22380]",8,1,[],0,[],1,[],1,[]
394,"StunNonPhys","","","","","","","","","","",[22385],12,[],"[20352,1196,22382,22383,22384]",8,1,[],0,[],1,[],1,[]
395,"StunVsDazed","","","","","","","","","","",[19786],12,[],"[20352,1196]",8,1,[],0,[],1,[],1,[]
396,"Knockback","","","","","","","","","","",[18506],12,[],"[2595,20352]",8,1,[],0,[],1,[],1,[]
397,"KnockbackChance","","","","","","","","","","",[2280],12,[],"[2595,20352,18506]",8,1,[],0,[],1,[],1,[]
398,"KnockbackOnCrit","","","","","","","","","","",[450],12,[],"[2595,20352,18506]",8,1,[],0,[],1,[],1,[]
399,"KnockbackDistance","","","","","","","","","","",[11477],12,[],"[2595,20352]",8,1,[],0,[],1,[],1,[]
400,"Blind","Chance to Blind","Chances d'Aveugler","Chance auf Blenden","盲目付与率","실명 확률","Chance de Cegar","Шанс ослепить","Probabilidad de cegar","โอกาสสร้างสถานะ ตาบอด","致盲機率",[978],12,[424],[20352],8,1,[],0,[],1,[],1,[]
401,"AttackStunDuration","Stun Duration modifier","Modificateur de Durée d'Étourdissement","Modifikator für Betäubungsdauer","スタン持続時間モッド","기절 지속시간 속성","Modificador da Duração de Atordoamentos","Модификатор длительности оглушения","Modificador de la duración del aturdimiento","ม็อดระยะเวลาของสถานะ สตัน","暈眩門檻修正",[197],12,[],"[424,20352]",8,1,[],0,[],1,[],1,[]
402,"SpellStunDuration","Stun Duration modifier","Modificateur de Durée d'Étourdissement","Modifikator für Betäubungsdauer","スタン持続時間モッド","기절 지속시간 속성","Modificador da Duração de Atordoamentos","Модификатор длительности оглушения","Modificador de la duración del aturdimiento","ม็อดระยะเวลาของสถานะ สตัน","暈眩門檻修正",[333],12,[424],[20352],8,1,[],0,[],1,[],1,[]
403,"PhysicalPinning","","","","","","","","","","",[18925],12,[],[1196],8,1,[],0,[],1,[],1,[]
404,"PinBuildup","","","","","","","","","","",[18148],12,[],[1196],8,1,[],0,[],1,[],1,[]
405,"BonusCombo","","","","","","","","","","",[20675],12,[],[],8,1,[],0,[],1,[],1,[]
406,"WitherOnHitChance","","","","","","","","","","",[19021],12,[],[],8,1,[],0,[],1,[],1,[]
407,"RageOnHit","","","","","","","","","","",[19538],12,[],[],8,1,[],0,[],1,[],1,[]
408,"NumProjectiles","","","","","","","","","","",[741],12,[],[17247],3,1,[],0,[],1,[],1,[]
409,"Split","","","","","","","","","","",[9923],12,[741],[],3,1,[],0,[],1,[],1,[]
410,"Pierce","","","","","","","","","","","[5913,5919]",12,[741],[8187],3,1,[],0,[],1,[],1,[]
411,"PierceChance","","","","","","","","","","",[18902],12,[741],"[8187,5919]",3,1,[],0,[],1,[],1,[]
412,"Fork","","","","","","","","","","",[8175],12,[741],[8177],3,1,[],0,[],1,[],1,[]
413,"Chain","","","","","","","","","","",[3484],12,"[741,1472]",[8181],3,1,[],0,[],1,[],1,[]
414,"ChainTerrainChance","","","","","","","","","","",[13218],12,[],[8181],3,1,[],0,[],1,[],1,[]
415,"ChainTerrainExtraChance","","","","","","","","","","",[19355],12,[],[8181],3,1,[],0,[],1,[],1,[]
416,"Return","","","","","","","","","","",[1127],12,[741],[],3,1,[],0,[],1,[],1,[]
417,"Shotgun","","","","","","","","","","",[2747],12,[741],[],3,1,[],0,[],1,[],1,[]
418,"AreaPrimary","","","","","","","","","","",[17727],12,[17726],[],4,"",[],0,[],"",[17726],1,[]
419,"AreaSecondary","","","","","","","","","","",[17730],12,[17729],[],4,"",[],0,[],"",[17729],1,[]
420,"AreaTertiary","","","","","","","","","","",[17733],12,[17732],[],4,"",[],0,[],"",[17732],1,[]
421,"AreaCloudGrowth","","","","","","","","","","","[18402,18407]",12,[],[],4,1,[],0,[],1,[],1,[]
422,"AreaProjected","","","","","","","","","","",[20674],12,[],[],4,1,[],0,[],1,[],1,[]
423,"DurationPrimary","","","","","","","","","","",[350],12,[],[],4,1,[],0,[],1,[],1,[]
424,"DurationSecondary","","","","","","","","","","",[3094],12,[],[],4,1,[],0,[],1,[],1,[]
425,"DurationTertiary","","","","","","","","","","",[8460],12,[],[],4,1,[],0,[],1,[],1,[]
426,"GroundEffectDuration","","","","","","","","","","",[20544],12,[],[],4,1,[],0,[],1,[],1,[]
427,"GroundEffectDurationSecondary","","","","","","","","","","",[20545],12,[],[],4,1,[],0,[],1,[],1,[]
428,"GroundEffectDurationLightningWarp","","","","","","","","","","",[1889],12,[],[],4,1,[],0,[],1,[],1,[]
